,Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
625,1960,109,Psycho,Horror,"Perkins, Anthony","Leigh, Janet","Hitchcock, Alfred",56,No,"alfredHitchcock.png,,"
626,1957,112,Jet Pilot,Action,"Wayne, John","Leigh, Janet","Sternberg, Josef von",43,No,"johnWayne.png,,"
627,1987,95,Under Cover,Mystery,"Neidorf, David","Leigh, Jennifer Jason","Stockwell, John",36,No,"NicholasCage.png,,"
628,1951,122,A Streetcar Named Desire,Drama,"Brando, Marlon","Leigh, Vivien","Kazan, Elia",75,Yes,"brando.png,,"
629,1986,93,"Golden Child, The",Comedy,"Murphy, Eddie","Lewis, Charlotte","Ritchie, Michael",86,No,"NicholasCage.png,"
630,1971,84,"Statue, The",Drama,"Niven, David","Lisi, Virna","Amateau, Rod",80,No,"NicholasCage.png,"
631,1985,128,Christopher Columbus,Drama,"Byrne, Gabriel","Lisi, Virna","Lattuada, Alberto",69,No,"NicholasCage.png,,"
632,1989,116,In Country,Drama,"Willis, Bruce","Lloyd, Emily","Jewison, Norman",76,No,"NicholasCage.png,,"
633,1978,132,"Wild Geese, The",Action,"Burton, Richard","Lloyd, Rosalind","McLaglen, Andrew V.",21,No,"NicholasCage.png,"
634,1974,90,"Second Coming of Suzanne., The",Drama,"Dreyfuss, Richard","Locke, Sondra","Barry, Michael",21,No,"NicholasCage.png,"
635,1980,116,Bronco Billy,Westerns,"Eastwood, Clint","Locke, Sondra","Eastwood, Clint",57,No,"clintEastwood.png,,"
636,1977,109,"Gauntlet, The",Action,"Eastwood, Clint","Locke, Sondra","Eastwood, Clint",18,No,"clintEastwood.png,"
637,1986,105,Ratboy,Drama,"Townsend, Robert","Locke, Sondra","Locke, Sondra",1,No,"NicholasCage.png,,"
638,1938,96,Lady Vanishes,Mystery,"Redgrave, Michael","Lockwood, Margaret","Hitchcock, Alfred",27,No,"alfredHitchcock.png,,"
639,1987,95,"Kitchen Toto, THe",Drama,"Peck, Bob","Logan, Phyllis","Hook, Harry",41,No,"NicholasCage.png,"
640,1959,88,Carlton-Browne of the F.O.,Comedy,Terry-Thomas,"Lohr, Marie","Boulting, Roy",63,No,"NicholasCage.png,,,"
641,1929,68,Racketeer,Drama,"Armstrong, Robert","Lombard, Carole","Higgin, Howard",2,No,"NicholasCage.png,,"
642,1941,95,Mr. & Mrs. Smith,Comedy,"Montgomery, Robert","Lombard, Carole","Hitchcock, Alfred",3,No,"alfredHitchcock.png,,"
643,1986,132,Alrededor de Medianoche,Drama,Francois Cluzet,Lonette McKee,"Rayfield, David",47,No,"NicholasCage.png,,,,"
644,1982,101,Losin' It,Comedy,"Cruise, Tom","Long, Shelley","Hanson, Curtis",4,No,"NicholasCage.png,,"
645,1987,114,Into the Homeland,Action,"Boothe, Powers","Longstreth, Emily","Glatter, Lesli Linka",34,No,"NicholasCage.png,,"
646,1991,60,Boxing Babes,Action,"Nichol, Robin","Lords, Traci","Dell, Stewart",9,No,"NicholasCage.png,,"
647,1991,94,Shock 'em Dead,Horror,"Donahue, Troy","Lords, Traci","Freed, Mark",31,No,"NicholasCage.png,,"
648,1960,101,Heller in Pink Tights,Drama,"Quinn, Anthony","Loren, Sophia","Cukor, George",52,No,"sophiaLoren.png,,"
649,1961,100,Two Women,Drama,"Belmondo, Jean-Paul","Loren, Sophia","De Sica, Vittorio",83,Yes,"sophiaLoren.png,,"
650,1954,107,"Gold of Naples, The",Drama,"De Sica, Vittorio","Loren, Sophia","De Sica, Vittorio",40,No,"sophiaLoren.png,"
651,1963,118,"Yesterday, Today & Tomorrow",Comedy,"Mastroianni, Marcello","Loren, Sophia","De Sica, Vittorio",73,Yes,"sophiaLoren.png,"
652,1957,109,Legend of the Lost,Action,"Wayne, John","Loren, Sophia","Hathaway, Henry",84,No,"sophiaLoren.png,,"
653,1978,111,Brass Target,Action,"Cassavetes, John","Loren, Sophia","Hough, John",53,No,"sophiaLoren.png,,"
654,1964,188,"Fall of the Roman Empire, The",Drama,"Boyd, Stphen","Loren, Sophia","Mann, Anthony",62,No,"sophiaLoren.png,"
655,1961,172,El Cid,Drama,"Heston, Charlton","Loren, Sophia","Mann, Anthony",10,No,"sophiaLoren.png,,"
656,1958,114,Desire under the Elms,Drama,"Perkins, Anthony","Loren, Sophia","Mann, Delbert",13,No,"sophiaLoren.png,,"
657,1953,92,Two Nights with Cleo,Drama,"Sordi, Alberto","Loren, Sophia","Mattoli, Mario",54,No,"sophiaLoren.png,,"
658,1977,91,Angela,Drama,"Railsback, Steve","Loren, Sophia","Sagal, Boris",80,No,"sophiaLoren.png,,"
659,1977,105,A Special Day,Drama,"Mastroianni, Marcello","Loren, Sophia","Scola, Ettore",80,Yes,"sophiaLoren.png,,"
660,1979,112,Blood Feud,Action,"Mastroianni, Marcello","Loren, Sophia","Wertmuller, Lina",52,No,"sophiaLoren.png,,"
661,1986,94,RAD,Action,"Allen, Bill","Loughlin, Lori","Needham, Hal",75,No,"NicholasCage.png,,"
662,1979,85,Cocaine Cowboys,Action,"Palance, Jack","Love, Suzanna","Lommel, Ulli",17,No,"NicholasCage.png,,"
663,1943,64,"Ape Man, The",Horror,"Ford, Wallace","Lugosi, Bela","Beaudine, William",83,No,"NicholasCage.png,"
664,1986,125,"Mission, The",Drama,"De Niro, Robert","Lunghi, Cherie","Joffe, Roland",20,No,"NicholasCage.png,"
665,1991,102,Curly Sue,Comedy,"Belushi, Jim","Lynch, Kelly","Hughes, John",2,No,"NicholasCage.png,,"
666,1962,150,Lolita,Drama,"Mason, James","Lyon, Sue","Kubrick, Stanley",80,No,"NicholasCage.png,,"
667,1989,101,"Sex, Lies, and Videotape",Drama,"Spader, James","MacDowell, Andie","Soderbergh, Steven",70,Yes,NicholasCage.png
668,1990,107,Green Card,Comedy,"Depardieu, G�rard","MacDowell, Andie","Weir, Peter",25,No,"NicholasCage.png,,"
669,1988,95,Gator Bait II,Action,"Muzzcat, Paul","MacKenzie, Jan","Sebastian, Beverly",73,No,"NicholasCage.png,,"
670,1979,129,Being There,Comedy,"Sellers, Peter","MacLaine, Shirley","Ashby, Hal",31,Yes,"NicholasCage.png,,"
671,1983,132,Terms of Endearment,Drama,"Nicholson, Jack","MacLaine, Shirley","Brooks, James L.",32,Yes,"JackNicholson.png,,"
672,1967,99,Woman Times Seven,Comedy,"Sellers, Peter","MacLaine, Shirley","De Sica, Vittorio",36,No,"NicholasCage.png,,"
673,1990,101,Postcards from the Edge,Comedy,"Quaid, Dennis","MacLaine, Shirley","Nichols, Mike",63,No,"NicholasCage.png,,"
674,1970,105,Two Mules for Sister Sara,Western,"Eastwood, Clint","MacLaine, Shirley","Siegel, Don",36,No,"clintEastwood.png,,"
675,1939,85,Back Door to Heaven,Drama,"Ford, Wallace","MacMahon, Aline","Howard, William K.",83,No,"NicholasCage.png,,"
676,1988,100,"Ciao Italia, Madonna Live from Italy",Music,"Wayne, John",Madonna,"De Winter, Harry",74,No,"NicholasCage.png,,,"
677,1991,118,"Madonna, Truth or Dare",Music,"Wayne, John",Madonna,"Keshishian, Alek",54,No,"NicholasCage.png,,,"
678,1992,60,A Certain Sacrifice,Music,"Pattnosh, Jeremy",Madonna,"Lewicki, Steven Jon",24,No,"NicholasCage.png,,,"
679,1988,83,Hot to Trot,Comedy,"Goldthwait, Bob","Madsen, Virginia","Dinner, Michael",78,No,"NicholasCage.png,,"
680,1986,103,Fire with Fire,Drama,"Sheffer, Craig","Madsen, Virginia","Gibbins, Duncan",9,No,"NicholasCage.png,,"
681,1990,120,Hot Spot,Drama,"Johnson, Don","Madsen, Virginia","Hopper, Dennis",70,No,"NicholasCage.png,,"
682,1974,124,Amarcord,Drama,"Noel, Magali","Maggio, Pupella","Fellini, Federico",50,Yes,"NicholasCage.png,,"
683,1988,85,Casablanca Express,Action,"Connery, Jason","Maneri, Luisa","Martino, Sergio",33,No,"NicholasCage.png,,"
684,1980,94,Out of the Blue,Drama,"Hopper, Dennis","Manz, Linda","Hopper, Dennis",4,No,"NicholasCage.png,,"
685,1949,110,Sands of Iwo Jima,War,"Wayne, John","Mara, Adele","Dwan, Allan",72,No,"johnWayne.png,,"
686,1981,104,"Hand, The",Horror,"Caine, Michael","Marcovicci, Andrea","Stone, Oliver",44,No,"NicholasCage.png,"
687,1989,81,Deep Cover,Mystery,"Conti, Tom","Markham, Kika","Loncraine, Richard",15,No,"NicholasCage.png,,"
688,1955,92,Il Bidone,Drama,"Crawford, Broderick","Masina, Guilietta","Fellini, Federico",70,No,"NicholasCage.png,,"
689,1986,130,El Guerrero Solitario,Drama,"Eastwood, Clint","Mason, Marsha","Eastwood, Clint",77,No,"clintEastwood.png,,"
690,1986,130,Heartbreak Ridge,War,"Eastwood, Clint","Mason, Marsha","Eastwood, Clint",61,No,"clintEastwood.png,,"
691,1977,110,"Goodbye Girl, The",Comedy,"Dreyfuss, Richard","Mason, Marsha","Ross, Herbert",6,Yes,"NicholasCage.png,"
692,1991,144,Robin Hood: Prince of Thieves,Action,"Costner, Kevin","Mastrantonio, Mary Elizabeth","Costner, Kevin",8,No,"NicholasCage.png,,"
693,1992,101,White Sands,Drama,"Dafoe, Willem","Mastrantonio, Mary Elizabeth","Donaldson, Roger",38,No,"NicholasCage.png,,"
694,1986,119,"Color of Money, The",Drama,"Newman, Paul","Mastrantonio, Mary Elizabeth","Scorsese, Martin",6,Yes,"paulNewman.png,"
695,1986,119,Children of a Lesser God,Drama,"Hurt, William","Matlin, Marlee","Haines, Randa",20,Yes,"NicholasCage.png,,"
696,1989,88,Women on the Verge of a Nervous Breakdown,Comedy,"Banderas, Antonio","Maura, Carmen","Almod�var, Pedro",65,No,"NicholasCage.png,,"
697,1980,86,Pepi Luci Bom,Comedy,"Rotaeta, F�lix","Maura, Carmen","Almod�var, Pedro",66,No,"NicholasCage.png,,"
698,1989,100,"Forgotten, The",Mystery,"Carradine, Keith","Maynard, Mimi","Keach, James",69,No,"NicholasCage.png,"
699,1990,92,After the Shock,Drama,"Kotto, Yaphet","McClanahan, Rue","Sherman, Gary",28,No,"NicholasCage.png,,"
700,1992,95,Riff Raff,Comedy,"Carlyle, Robert","McCourt, Emer","Loach, Ken",71,No,"NicholasCage.png,,"
701,1967,81,"Glory Stompers, The",Action,"Hopper, Dennis","McCrea, Jody","Lanza, Anthony M.",27,No,"NicholasCage.png,"
702,1990,181,Dances with Wolves,Western,"Costner, Kevin","McDonnell, Mary","Costner, Kevin",8,Yes,"NicholasCage.png,,"
703,1987,130,Matewan,Drama,"Jones, James Earl","McDonnell, Mary","Sayles, John",81,No,"NicholasCage.png,,"
704,1988,120,Mississippi Burning,Drama,"Hackman, Gene","McDormand, Frances","Parker, Alan",41,Yes,"NicholasCage.png,,"
705,1975,130,"Eiger Sanction, The",Action,"Eastwood, Clint","McGee, Vonetta","Eastwood, Clint",69,No,"clintEastwood.png,"
706,1988,109,Unsettled Land,Drama,"Shea, John","McGillis, Kelly","Barbash, Uri",75,No,"NicholasCage.png,,"
707,1991,98,Cat Chaser,Drama,"Weller, Peter","McGillis, Kelly","Ferrera, Abel",6,No,"NicholasCage.png,,"
708,1988,110,"Accused, The",Drama,"Coulson, Bernie","McGillis, Kelly","Kaplan, Jonathan",71,Yes,"NicholasCage.png,"
709,1989,109,Winter People,Drama,"Russell, Kurt","McGillis, Kelly","Kotcheff, Ted",30,No,"NicholasCage.png,,"
710,1983,101,"Reuben, Reuben",Comedy,"Conti, Tom","McGillis, Kelly","Miller, Robert Ellis",2,No,"NicholasCage.png,"
711,1987,102,Made in Heaven,Fantasy,"Hutton, Timothy","McGillis, Kelly","Rudolph, Alan",57,No,"NicholasCage.png,,"
712,1986,109,Top Gun,Action,"Cruise, Tom","McGillis, Kelly","Scott, Tony",8,No,"NicholasCage.png,,"
713,1985,112,Witness,Drama,"Ford, Harrison","McGillis, Kelly","Weir, Peter",59,No,"NicholasCage.png,,"
714,1984,109,Racing with the Moon,Drama,"Penn, Sean","McGovern, Elizabeth","Benjamin, Richard",50,No,"NicholasCage.png,,"
715,1983,98,Lovesick,Comedy,"Moore, Dudley","McGovern, Elizabeth","Brickman, Marshall",51,No,"NicholasCage.png,,"
716,1965,199,"Greatest Story Ever Told, The",Drama,"Sydow, Max von","McGuire, Dorothy","Stevens, George",26,No,"NicholasCage.png,"
717,1989,105,Hawks,Drama,"Dalton, Timothy","McTeer, Janet","Miller, Robert Ellis",11,No,"NicholasCage.png,,"
718,1981,91,So Fine,Comedy,"O'Neal, Ryan","Melato, Mariangela","Bergman, Andrew",17,No,"NicholasCage.png,,"
719,1957,89,Paths of Glory,Drama,"Douglas, Kirk","Menjou, Adolphe","Kubrick, Stanley",47,No,"NicholasCage.png,,"
720,1964,120,Tom Jones,Drama,"Ustinov, Peter","Mercouri, Melina","Dassin, Jules",39,Yes,"NicholasCage.png,,"
721,1975,103,"Sunshine Boys, The",Comedy,"Burns, George","Meredith, Lee","Ross, Herbert",35,Yes,"NicholasCage.png,"
722,1988,98,Caddyshack 2,Comedy,"Mason, Jackie","Merrill, Dina","Arkush, Allan",34,No,"NicholasCage.png,,"
723,1990,117,Internal Affairs,Drama,"Gere, Richard","Metcalf, Laurie","Figgis, Mike",3,No,"NicholasCage.png,,"
724,1991,206,JFK,Drama,"Costner, Kevin","Metcalf, Laurie","Stone, Oliver",78,No,"NicholasCage.png,,"
725,1991,97,New Jack City,Action,"Snipes, Wesley",Michael Michele,"Van Peebles, Mario",80,No,"NicholasCage.png,,,"
726,1987,118,Hope & Glory,War,"Hayman, David","Miles, Sarah","Boorman, John",3,No,"NicholasCage.png,,"
727,1970,194,Ryan's Daughter,Drama,"Mitchum, Robert","Miles, Sarah","Lean, David",81,Yes,"NicholasCage.png,,"
728,1973,127,"Man Who Loved Cat Dancing, The",Western,"Reynolds, Burt","Miles, Sarah","Sarafian, Richard C.",40,No,"NicholasCage.png,"
729,1962,123,"Man Who Shot Liberty Valance, The",Western,"Stewart, James","Miles, Vera","Ford, John",85,No,"johnFord.png,"
730,1989,102,Dead-Bang,Action,"Johnson, Don","Miller, Penelope Ann","Frankenheimer, John",9,No,"NicholasCage.png,,"
731,1988,90,Big Top Pee-wee,Comedy,"Reubens, Paul","Miller, Penelope Ann","Kleiser, Randal",17,No,"NicholasCage.png,,"
732,1960,103,"Time Machine, The",Science Fiction,"Taylor, Rod","Mimieux, Yvette","Pal, George",88,No,"NicholasCage.png,"
733,1972,128,Cabaret,Drama,"Grey, Joel","Minnelli, Liza","Fosse, Bob",59,Yes,"NicholasCage.png,,"
734,1981,97,Arthur,Comedy,"Moore, Dudley","Minnelli, Liza","Gordon, Steve",79,Yes,"NicholasCage.png,,"
735,1976,97,A Matter of Time,Drama,"Boyer, Charles","Minnelli, Liza","Minnelli, Vincente",70,No,"NicholasCage.png,,"
736,1977,137,"New York, New York",Drama,"De Niro, Robert","Minnelli, Liza","Scorsese, Martin",8,No,"NicholasCage.png,"
737,1989,89,"Nightmare on Elm Street, Pt. 5, The Dream Child",Horror,"Englund, Robert","Minter, Kelly Jo","Hopkins, Stephen",41,No,NicholasCage.png
738,1980,100,"Fiendish Plot of Dr. Fu Manchu, The",Comedy,"Sellers, Peter","Mirren, Helen","Haggard, Piers",29,No,"NicholasCage.png,"
739,1991,240,Four American Composers,Music,"Cage, John","Monk, Meredith","Greenaway, Peter",3,No,"NicholasCage.png,,"
740,1950,112,"Asphalt Jungle, The",Action,"Hayden, Sterling","Monroe, Marilyn","Huston, John",77,No,"NicholasCage.png,"
741,1992,61,Ladies of the Chorus,Music,"Garr, Eddie","Monroe, Marilyn","Karlson, Phil",60,No,"NicholasCage.png,,"
742,1953,95,How to Marry a Millionaire,Comedy,"Powell, William","Monroe, Marilyn","Negulesco, Jean",65,No,"NicholasCage.png,,"
743,1991,94,Nothing But Trouble,Comedy,"Candy, John","Moore, Demi","Aykroyd, Dan",25,No,"NicholasCage.png,,"
744,1987,109,Wisdom,Action,"Estevez, Emilio","Moore, Demi","Estevez, Emilio",25,No,"NicholasCage.png,,"
745,1986,94,One Crazy Summer,Comedy,"Cusack, John","Moore, Demi","Holland, Savage Steve",61,No,"NicholasCage.png,,"
746,1989,110,We're No Angels,Comedy,"De Niro, Robert","Moore, Demi","Jordan, Neil",51,No,"NicholasCage.png,,"
747,1984,102,No Small Affair,Comedy,"Cryer, Jon","Moore, Demi","Schatzberg, Jerry",10,No,"NicholasCage.png,,"
748,1990,127,Ghost,Science Fiction,"Swayze, Patrick","Moore, Demi","Zucker, Jerry",6,Yes,"NicholasCage.png,,"
749,1986,113,About Last Night,Drama,"Lowe, Rob","Moore, Demi","Zwick, Edward",66,No,"NicholasCage.png,,"
750,1982,107,Six Weeks,Drama,"Moore, Dudley","Moore, Mary Tyler","Bill, Tony",73,No,"NicholasCage.png,,"
751,1948,89,Return of October,Comedy,"Ford, Glenn","Moore, Terry","Lewis, Joseph H.",35,No,"glennFord.png,,"
752,1952,99,"Come Back, Little Sheba",Drama,"Lancaster, Burt","Moore, Terry","Mann, Daniel",50,Yes,"burtLancaster.png,"
753,1974,117,Going Places,Drama,"Depardieu, G�rard","Moreau, Jeanne","Blier, Bertrand",66,No,"NicholasCage.png,,"
754,1970,99,Monte Walsh,Western,"Marvin, Lee","Moreau, Jeanne","Fraker, William A.",29,No,"NicholasCage.png,,"
755,1955,100,Mr. Arkadin,Drama,"Welles, Orson","Mori, Paola","Welles, Orson",80,No,"NicholasCage.png,,"
756,1968,90,"Producers, The",Comedy,"Wilder, Gene","Mostel, Zero","Brooks, Mel",33,No,"NicholasCage.png,"
757,1976,94,"Front, The",Drama,"Allen, Woody","Mostel, Zero","Ritt, Martin",70,No,"woody.png,"
758,1987,86,House of the Rising Sun,Drama,"Annese, Frank","Moyer, Tawny","Gold, Greg",45,No,"NicholasCage.png,,"
759,1988,91,In a Shallow Grave,Drama,"Biehn, Michael","Mueller, Maureen","Bowser, Kenneth",72,No,"NicholasCage.png,,"
760,1974,111,Mc Q,Action,"Wayne, John","Muldaur, Diana","Sturges, John",73,No,"johnWayne.png,,"
761,1941,85,Lady from Louisiana,Drama,"Wayne, John","Munson, Ona","Vorhaus, Bernard",38,No,"johnWayne.png,,"
762,1990,102,Wait Until Spring Bandini,Drama,"Mantegna, Joe","Muti, Ornella","Deruddere, Dominique",29,No,"NicholasCage.png,,"
763,1940,105,"Long Voyage Home, The",Drama,"Wayne, John","Natwick, Mildred","Ford, John",88,No,"johnWayne.png,"
764,1955,100,"Trouble with Harry, The",Mystery,"Forsythe, John","Natwick, Mildred","Hitchcock, Alfred",28,No,"alfredHitchcock.png,"
765,1987,60,Encounters,Drama,"Von Bergan, Raven","Navarro, Monica","Marder, Bruce",44,No,"NicholasCage.png,,"
766,1963,112,Hud,Drama,"Newman, Paul","Neal, Patricia","Ritt, Martin",2,Yes,"paulNewman.png,,"
767,1987,83,Surf Nazis Must Die,Horror,"Brenner, Barry","Neely, Gail","George, Peter",50,No,"NicholasCage.png,,"
768,1956,124,Teahouse of the August Moon,Drama,"Brando, Marlon","Negami, Jun","Mann, Daniel",11,No,"brando.png,,"
769,1970,91,"Man Who Haunted Himself, The",Drama,"Moore, Roger","Neil, Hildegard","Dearden, Basil",75,No,"NicholasCage.png,"
770,1991,108,Prisoner of Honor.,Drama,"Dreyfuss, Richard","Neilson, Catherine","Russell, Ken",58,No,"NicholasCage.png,,"
771,1923,57,Desert Rider,Western,"Hoxie, Jack","Nelson, Evelyn","Bradbury, Robert N.",43,No,"NicholasCage.png,,"
772,1980,109,Wholly Moses!,Comedy,"Moore, Dudley","Newman, Laraine","Weis, Gary",25,No,"NicholasCage.png,,"
773,1991,110,Star Trek VI: The Undiscovered Country,Science Fiction,"Shatner, William","Nichols, Nichelle","Meyer, Nicholas",11,No,"NicholasCage.png,,"
774,1989,107,Star Trek V: The Final Frontier,Action,"Shatner, William","Nichols, Nichelle","Shatner, William ",87,No,"NicholasCage.png,,"
775,1991,85,Circuitry Man,Action,"Metzler, Jim","Nicholson, Dana W.","Lovy, Steven",78,No,"NicholasCage.png,,"
776,1986,87,Cobra,Action,"Stallone, Sylvester","Nielsen, Brigitte","Cosmatos, George P.",57,No,"NicholasCage.png,,"
777,1987,103,Beverly Hills Cop II,Comedy,"Murphy, Eddie","Nielsen, Brigitte","Scott, Tony",37,No,"NicholasCage.png,,"
778,1950,93,To Joy,Drama,"Olin, Stig","Nilsson, Maj-Britt","Bergman, Ingmar",65,No,"Bergman.png,,"
779,1958,128,Vertigo,Drama,"Stewart, James","Novak, Kim","Hitchcock, Alfred",10,No,"alfredHitchcock.png,,"
780,1987,91,Young Love: Lemon Popsicle Seven,Comedy,"Katzur, Yftach","Noy, Zachi","Bennett, Walter",47,No,"NicholasCage.png,,"
781,1946,93,Crack-Up,Mystery,"Marshall, Herbert","O'Brien, Pat","Reis, Irving",25,No,"NicholasCage.png,,"
782,1941,57,Bury Me Not on the Lone Prairie,Western,"Brown, Johnny Mack","O'Day, Nell","Taylor, Ray",85,No,"NicholasCage.png,,"
783,1940,57,Law & Order,Western,"Brown, Johnny Mack","O'Day, Nell","Taylor, Ray",87,No,"NicholasCage.png,,"
784,1941,56,Man from Montana,Western,"Brown, Johnny Mack","O'Day, Nell","Taylor, Ray",85,No,"NicholasCage.png,,"
785,1992,137,"Long Gray Line, The",Drama,"Power, Tyrone","O'Hara, Maureen","Ford, John",26,No,"johnFord.png,"
786,1950,105,Rio Grande,Western,"Wayne, John","O'Hara, Maureen","Ford, John",64,No,"johnWayne.png,,"
787,1957,107,"Wings of Eagles, The",Drama,"Wayne, John","O'Hara, Maureen","Ford, John",29,No,"johnWayne.png,"
788,1939,94,Jamaica Inn,Drama,"Laughton, Charles","O'Hara, Maureen","Hitchcock, Alfred",75,No,"alfredHitchcock.png,,"
789,1971,110,Big Jake,Action,"Wayne, John","O'Hara, Maureen","Sherman, George",68,No,"johnWayne.png,,"
790,1983,72,After the Rehearsal,Drama,"Josephson, Erland","Olin, Lena","Bergman, Ingmar",0,No,"Bergman.png,,"
791,1952,90,Big Jim McLain,Western,"Wayne, John","Olson, Nancy","Ludwig, Edward",14,No,"johnWayne.png,,"
792,1969,101,Smith!,Western,"Ford, Glenn","Olson, Nancy","O'Herlihy, Michael",62,No,"glennFord.png,,"
793,1953,79,"Wild One, The",Drama,"Brando, Marlon","O'Malley, Pat","Benedek, Laslo",26,No,"brando.png,"
794,1929,129,"Manxman, The",Drama,"Brisson, Carl","Ondra, Anny","Hitchcock, Alfred",65,No,"alfredHitchcock.png,"
795,1978,126,International Velvet,Drama,"Hopkins, Anthony","O'Neal, Tatum","Forbes, Bryan",40,No,"AnthonyHopkins.png,,"
796,1981,104,Scanners,Horror,"Lack, Stephen","O'Neill, Jennifer","Cronenberg, David",32,No,"NicholasCage.png,,"
797,1986,98,Trick or Treat,Horror,"Price, Marc","Orgolini, Lisa","Smith, Charles Martin",47,No,"NicholasCage.png,,"
798,1982,92,48 Hrs.,Action,"Nolte, Nick","O'Toole, Annette","Hill, Walter",67,No,"NicholasCage.png,,"
799,1985,108,"Trip to Bountiful, The",Drama,"Heard, John","Page, Geraldine","Masterson, Peter",62,Yes,"NicholasCage.png,"
800,1955,116,Mister Roberts,Comedy,"Fonda, Henry","Palmer, Betsy","Ford, John",8,Yes,"johnFord.png,,"
801,1969,127,Z,Drama,"Montand, Yves","Papas, Irene",Costa-Gavras,72,Yes,"NicholasCage.png,,,"
802,1987,139,Maurice,Drama,"Wilby, James","Parfitt, Judy","Ivory, James",45,No,"NicholasCage.png,,"
803,1969,114,Hamlet,Drama,"Williamson, Nicol","Parfitt, Judy","Richardson, Tony",39,No,"NicholasCage.png,,"
804,1991,117,La Femme Nikita,Drama,"Karyo, Tcheky","Parillaud, Anne","Besson, Luc",6,No,"NicholasCage.png,,"
805,1993,95,Honeymoon in Vegas,Comedy,"Caan, James","Parker, Sarah Jessica","Bergman, Andrew",53,No,"NicholasCage.png,,"
806,1988,90,Going for the Gold,Action,"Edwards, Anthony","Parker, Sarah Jessica","Taylor, Dan",10,No,"clintEastwood.png,,"
807,1976,128,Shout at the Devil,Action,"Marvin, Lee","Parkins, Barbara","Hunt, Peter R.",0,No,"NicholasCage.png,,"
808,1986,94,A Smoky Mountain Christmas,Music,"Majors, Lee","Parton, Dolly","Winkler, Henry",23,No,"NicholasCage.png,,"
809,1984,95,Getting Physical,Drama,"Naughton, David","Paul, Alexandra","Stern, Steven Hilliard",75,No,"NicholasCage.png,,"
